modelID,RMSD,lddt,pcons,proq4,dan,seqlength,tmalign
DP00015r006_4,3.94,0.6028,0.906,0.253,0.578,76,0.41954
DP02521r009_2,6.55,0.6349,0.972,0.369,0.466,86,0.41992
DP00628r001_1,7.01,0.5394,0.629,0.234,0.54,39,0.41993
DP02493r003_3,11.83,0.693,0.966,0.226,0.588,30,0.4203
DP00052r001_4,11.28,0.4169,0.506,0.476,0.324,285,0.42046
DP01438r001_4,6.78,0.5464,0.849,0.29,0.348,67,0.42086
DP00091r003_3,2.81,0.6804,0.579,0.511,0.664,85,0.42103
DP02521r009_3,6.55,0.6216,0.967,0.373,0.46,86,0.42122
DP02521r009_4,6.62,0.6199,0.96,0.374,0.471,86,0.42136
DP00091r003_1,2.82,0.6795,0.603,0.508,0.624,85,0.42152
DP01139r013_4,5.26,0.6761,0.961,0.311,0.744,32,0.42176
DP01438r001_5,6.77,0.5391,0.841,0.293,0.323,67,0.42192
DP00251r001_5,11.67,0.4114,0.393,0.294,0.183,432,0.42282
DP00015r006_3,4.5,0.6062,0.775,0.237,0.47,76,0.42286
DP01146r001_1,9.68,0.6383,0.672,0.318,0.408,56,0.42432
DP00091r003_4,2.78,0.6838,0.603,0.507,0.594,85,0.42433
DP02493r003_1,11.88,0.6986,0.959,0.199,0.562,30,0.42503
DP01139r013_1,5.17,0.6788,0.951,0.324,0.666,32,0.42537
DP00091r003_2,2.78,0.6745,0.637,0.499,0.605,85,0.42539
DP00091r003_5,2.76,0.6768,0.604,0.482,0.636,85,0.42558
DP00018r011_4,16.23,0.5748,0.497,0.349,0.252,198,0.4265
DP01438r004_4,4.21,0.5665,0.954,0.395,0.337,67,0.42657
DP00033r001_1,4.1,0.1936,0.601,0.317,0.192,351,0.42659
DP02493r003_5,11.93,0.6959,0.967,0.19,0.538,30,0.42673
DP02528r001_3,12.5,0.3623,0.875,0.576,0.384,310,0.427
DP02003r001_4,5.22,0.6622,0.916,0.188,0.458,60,0.42717
DP00015r006_2,3.17,0.6436,0.738,0.262,0.494,76,0.42727
DP01438r004_5,4.27,0.559,0.946,0.39,0.324,67,0.42747
DP00973r003_4,16.41,0.4801,0.496,0.569,0.558,204,0.42929
DP00026r005_2,9.45,0.4326,0.923,0.341,0.528,65,0.42933
DP00026r005_3,9.16,0.4333,0.887,0.342,0.563,65,0.42939
DP00026r005_1,9.39,0.4338,0.929,0.36,0.52,65,0.4294
DP00026r005_5,9.63,0.4308,0.896,0.356,0.478,65,0.42943
DP02528r001_5,12.18,0.3631,0.854,0.58,0.448,310,0.42971
DP00955r001_4,4.26,0.3874,0.8,0.209,0.236,242,0.42994
DP00765r002_4,1.31,0.7312,0.652,0.293,0.526,41,0.43007
DP01438r004_3,4.17,0.5688,0.949,0.348,0.307,67,0.43009
DP02003r001_2,5.21,0.6693,0.919,0.184,0.477,60,0.4307
DP00765r002_2,1.32,0.7213,0.649,0.273,0.556,41,0.43073
DP00628r001_4,8.24,0.5368,0.675,0.239,0.528,39,0.43095
DP02528r001_2,12.56,0.3631,0.847,0.577,0.443,310,0.43101
DP02528r001_1,12.25,0.3626,0.866,0.59,0.441,310,0.43129
DP00218r001_4,14.97,0.6626,0.413,0.609,0.522,299,0.43143
DP02528r001_4,12.43,0.3619,0.877,0.587,0.422,310,0.43203
DP01841r001_5,6.63,0.6242,0.493,0.292,0.746,51,0.43291
DP00218r001_3,14.04,0.6502,0.422,0.591,0.495,299,0.43308
DP00251r001_4,9.77,0.4481,0.369,0.289,0.198,432,0.43399
DP00026r005_4,9.23,0.4311,0.859,0.35,0.516,65,0.43555
DP00018r011_3,15.69,0.5811,0.531,0.353,0.267,198,0.43573
DP00765r002_5,1.31,0.6802,0.601,0.249,0.517,41,0.43575
DP00765r002_1,1.34,0.721,0.649,0.275,0.562,41,0.43577
DP01146r001_4,7.76,0.6464,0.619,0.296,0.494,56,0.43589
DP01427r001_2,13.02,0.6928,0.891,0.452,0.304,102,0.43595
DP01195r001_4,10.44,0.5101,0.929,0.184,0.473,53,0.4361
DP00251r001_2,13.02,0.4302,0.373,0.293,0.194,432,0.43618
DP01146r001_3,7.53,0.6232,0.656,0.292,0.514,56,0.43651
DP01146r001_2,7.17,0.6441,0.655,0.308,0.472,56,0.43713
DP01427r001_3,12.8,0.6735,0.898,0.428,0.263,102,0.43752
DP00973r003_1,17.78,0.4692,0.505,0.549,0.515,204,0.43772
DP01146r001_5,7.43,0.6611,0.684,0.256,0.509,56,0.43797
DP00724r001_4,8.62,0.5048,0.983,0.373,0.394,103,0.43813
DP01427r001_5,13.02,0.6924,0.913,0.477,0.296,102,0.43821
DP00251r001_3,11.59,0.4562,0.379,0.284,0.206,432,0.43842
DP00724r001_1,8.62,0.4994,0.981,0.379,0.414,103,0.43849
DP00973r003_5,12.29,0.4705,0.488,0.547,0.512,204,0.4385
DP01427r001_1,12.94,0.6816,0.912,0.457,0.24,102,0.43942
DP00218r001_5,15.81,0.6566,0.585,0.594,0.522,299,0.43966
DP01436r001_2,4.57,0.4049,0.988,0.364,0.315,65,0.43981
DP00724r001_5,8.57,0.4962,0.961,0.396,0.426,103,0.44035
DP01082r001_2,7.67,0.4258,0.943,0.492,0.543,47,0.44065
DP01106r001_3,5.09,0.2809,0.58,0.307,0.18,363,0.44069
DP00218r001_2,16.08,0.6399,0.565,0.591,0.495,299,0.44084
DP01436r001_5,4.52,0.404,0.99,0.383,0.307,65,0.44096
DP00724r001_2,8.57,0.5023,0.981,0.36,0.417,103,0.4413
DP01438r004_2,4.02,0.5703,0.945,0.389,0.307,67,0.4414
DP00724r001_3,8.61,0.4982,0.979,0.359,0.42,103,0.44172
DP01195r001_1,10.28,0.5053,0.93,0.196,0.486,53,0.44173
DP01438r004_1,4.03,0.5684,0.944,0.382,0.303,67,0.44178
DP00973r003_3,15.73,0.4687,0.496,0.551,0.512,204,0.44183
DP01436r001_3,4.55,0.402,0.992,0.358,0.296,65,0.44193
DP00973r003_2,16.76,0.4799,0.492,0.561,0.524,204,0.44209
DP01082r001_4,7.85,0.4277,0.937,0.454,0.586,47,0.44245
DP01195r001_2,10.41,0.519,0.932,0.209,0.514,53,0.44324
DP01082r001_1,7.78,0.4218,0.954,0.484,0.542,47,0.44326
DP01195r001_5,10.48,0.5266,0.904,0.193,0.523,53,0.4435
DP01436r001_4,4.47,0.4036,0.992,0.37,0.307,65,0.44402
DP01154r001_3,6.31,0.3468,0.882,0.174,0.575,43,0.44447
DP01082r001_3,7.82,0.4246,0.953,0.471,0.562,47,0.44448
DP00218r001_1,15.21,0.6536,0.505,0.596,0.515,299,0.44451
DP01082r001_5,7.88,0.4254,0.95,0.471,0.569,47,0.44489
DP01154r001_5,6.3,0.3427,0.882,0.171,0.573,43,0.44494
DP01436r001_1,4.49,0.4043,0.992,0.365,0.31,65,0.44531
DP01438r001_2,7.25,0.5233,0.791,0.327,0.316,67,0.44657
DP00544r003_1,4.44,0.5364,0.768,0.339,0.364,120,0.4481
DP00628r001_3,7.95,0.5473,0.732,0.236,0.594,39,0.44812
DP01195r001_3,10.39,0.53,0.893,0.206,0.55,53,0.44847
DP01154r001_4,6.33,0.35,0.937,0.172,0.563,43,0.44849
DP00718r027_4,8.15,0.6326,0.701,0.241,0.544,41,0.45127
DP00628r001_5,7.83,0.5479,0.771,0.282,0.569,39,0.45192
DP00546r001_3,13.05,0.7096,0.687,0.402,0.431,129,0.45281
DP00628r001_2,7.74,0.533,0.802,0.232,0.516,39,0.45458
DP00544r003_3,3.88,0.5041,0.853,0.358,0.34,120,0.45468
DP00871r001_5,4.55,0.5229,0.898,0.396,0.509,121,0.45536
DP00645r001_1,2.46,0.3764,0.628,0.287,0.221,185,0.4566
DP00871r001_2,4.49,0.5177,0.963,0.385,0.484,121,0.45672
DP00718r027_3,8.05,0.67,0.741,0.233,0.558,41,0.45779
DP00718r027_2,7.63,0.6722,0.827,0.235,0.542,41,0.4587
DP01166r001_4,10.95,0.3963,0.815,0.369,0.42,148,0.45889
DP00085r001_2,9.01,0.6346,0.825,0.389,0.363,124,0.45898
DP00085r001_3,8.88,0.6252,0.79,0.368,0.378,124,0.45904
DP00718r027_1,7.54,0.6654,0.775,0.235,0.52,41,0.45946
DP00949r005_5,2.8,0.7313,0.987,0.493,0.73,41,0.45951
DP00718r027_5,7.63,0.6769,0.829,0.245,0.545,41,0.45963
DP00085r001_4,9.06,0.6336,0.785,0.389,0.365,124,0.45997
DP00871r001_1,4.47,0.5088,0.957,0.421,0.499,121,0.46001
DP00949r005_1,2.73,0.743,0.994,0.511,0.727,41,0.46004
DP00871r001_3,4.39,0.5259,0.952,0.408,0.508,121,0.46038
DP00546r001_1,12.85,0.7334,0.753,0.408,0.524,129,0.46095
DP00085r001_5,10.19,0.6377,0.798,0.418,0.344,124,0.46188
DP00871r001_4,4.47,0.5146,0.961,0.41,0.492,121,0.46239
DP00937r001_4,11.61,0.6691,0.527,0.288,0.312,82,0.46256
DP00753r004_1,5.69,0.3062,0.94,0.658,0.632,69,0.46259
DP01841r001_2,6.35,0.6568,0.591,0.295,0.716,51,0.46266
DP00937r001_2,10.7,0.6564,0.507,0.262,0.307,82,0.46277
DP01166r001_1,10.64,0.3978,0.833,0.375,0.378,148,0.46304
DP00937r001_3,10.49,0.6481,0.528,0.276,0.313,82,0.46345
DP01438r001_3,7.34,0.5257,0.753,0.333,0.309,67,0.46387
DP01166r001_3,10.93,0.3917,0.81,0.371,0.387,148,0.46391
DP01841r001_1,8.96,0.6317,0.487,0.297,0.728,51,0.46461
DP00546r001_2,14.52,0.7116,0.762,0.395,0.56,129,0.46485
DP00085r001_1,9.26,0.6255,0.823,0.432,0.375,124,0.46501
DP00011r006_2,4.01,0.3792,0.726,0.243,0.5,46,0.46533
DP00753r004_2,5.7,0.3078,0.962,0.642,0.594,69,0.46569
DP00949r005_3,2.68,0.7303,0.995,0.509,0.66,41,0.46585
DP00753r004_5,5.66,0.3114,0.956,0.637,0.594,69,0.46611
DP00937r001_1,8.22,0.6526,0.422,0.254,0.302,82,0.46666
DP00753r004_3,5.73,0.3136,0.936,0.653,0.608,69,0.46675
DP01154r001_1,6.24,0.3609,0.904,0.168,0.535,43,0.46685
DP00543r014_5,12.37,0.2731,0.728,0.337,0.473,63,0.46687
DP00753r004_4,5.64,0.3069,0.958,0.654,0.621,69,0.46718
DP00718r013_2,2.24,0.113,0.723,0.38,0.494,63,0.46731
DP01166r001_5,13.94,0.3917,0.799,0.378,0.355,148,0.46736
DP01590r001_2,9.76,0.0882,0.639,0.581,0.405,89,0.46741
DP01106r001_5,5.3,0.3094,0.71,0.33,0.21,363,0.4684
DP00949r005_2,2.68,0.7284,0.994,0.498,0.658,41,0.46863
DP00116r001_4,7.51,0.4411,0.75,0.225,0.602,49,0.46866
DP01154r001_2,6.26,0.3612,0.907,0.166,0.538,43,0.46879
DP00949r005_4,2.67,0.7417,0.994,0.483,0.75,41,0.46881
DP00543r014_4,13.76,0.2664,0.693,0.344,0.435,63,0.46888
DP00718r013_4,2.27,0.1166,0.732,0.337,0.454,63,0.46913
DP00718r013_5,2.26,0.1142,0.745,0.408,0.49,63,0.4697
DP00543r014_3,12.49,0.2637,0.709,0.342,0.461,63,0.46979
DP00959r001_5,1.82,0.698,0,0.305,0.316,206,0.46989
DP00116r001_5,7.73,0.4434,0.769,0.235,0.579,49,0.47043
DP01166r001_2,10.74,0.3964,0.848,0.37,0.362,148,0.47051
DP00543r014_2,11.62,0.2709,0.712,0.356,0.45,63,0.47107
DP00546r001_5,10.7,0.729,0.753,0.432,0.505,129,0.47107
DP01394r003_4,5.54,0.5852,0.963,0.223,0.318,60,0.47108
DP00543r014_1,13.08,0.2691,0.728,0.334,0.479,63,0.4714
DP00116r001_3,7.73,0.4466,0.769,0.227,0.59,49,0.47143
DP00546r001_4,9.79,0.7163,0.747,0.452,0.48,129,0.47191
DP00959r001_2,1.86,0.6947,0,0.29,0.332,206,0.47209
DP01590r001_1,10.45,0.08787,0.65,0.576,0.406,89,0.47278
DP00718r013_3,2.19,0.1159,0.751,0.44,0.486,63,0.47294
DP01590r001_5,10.37,0.0923,0.654,0.582,0.418,89,0.47383
DP00718r013_1,2.18,0.1141,0.762,0.435,0.528,63,0.47539
DP00011r006_3,5.34,0.379,0.655,0.261,0.474,46,0.47621
DP00958r001_3,15.45,0.6991,0.986,0.404,0.388,123,0.47621
DP00959r001_4,1.82,0.6995,0,0.292,0.32,206,0.47622
DP00018r011_2,16.59,0.5725,0.513,0.335,0.261,198,0.47653
DP00959r001_3,2.11,0.6885,0,0.276,0.333,206,0.47678
DP01590r001_4,9.47,0.0914,0.634,0.562,0.386,89,0.47695
DP00958r001_4,15.19,0.7123,0.979,0.443,0.381,123,0.47704
DP00694r001_4,6.11,0.6349,0.634,0.219,0.255,228,0.47722
DP00958r001_2,15.48,0.6988,0.985,0.419,0.39,123,0.47731
DP00959r001_1,2.09,0.688,0,0.269,0.343,206,0.47768
DP00958r001_5,15.19,0.7088,0.99,0.42,0.398,123,0.47906
DP02010r003_4,7.35,0.1278,0.694,0.466,0.492,108,0.47948
DP00958r001_1,15.27,0.7007,0.987,0.428,0.371,123,0.47987
DP02010r003_1,7.13,0.1275,0.71,0.483,0.505,108,0.48099
DP01313r001_1,1.62,0.6457,0.761,0.241,0.295,61,0.48135
DP00011r006_1,4.91,0.3835,0.778,0.293,0.448,46,0.48194
DP01394r003_5,5.42,0.5995,0.991,0.22,0.373,60,0.48202
DP01045r001_1,4.93,0.4562,0.917,0.411,0.538,26,0.4821
DP01394r003_2,5.42,0.6019,0.991,0.216,0.401,60,0.4828
DP01394r003_3,5.42,0.6092,0.991,0.219,0.413,60,0.48303
DP02010r003_2,7.3,0.128,0.717,0.455,0.504,108,0.48335
DP00174r001_5,17.74,0.6804,0.774,0.404,0.534,149,0.48364
DP01394r003_1,5.43,0.6081,0.991,0.214,0.379,60,0.48371
DP00694r001_1,6.02,0.5831,0.557,0.222,0.208,228,0.48459
DP01590r001_3,10.48,0.0855,0.645,0.578,0.42,89,0.48504
DP00184r001_4,6.32,0.2523,0.825,0.232,0.568,45,0.48542
DP00011r006_5,4.61,0.3866,0.744,0.28,0.505,46,0.48563
DP00184r001_5,5.85,0.2731,0.826,0.25,0.566,45,0.48682
DP00184r001_1,5.12,0.2806,0.808,0.249,0.598,45,0.48686
DP00184r001_2,6.13,0.2664,0.827,0.277,0.556,45,0.48686
DP00707r001_2,1.31,0.7803,0.718,0.279,0.786,74,0.48718
DP00707r001_3,1.36,0.7747,0.7,0.292,0.739,74,0.48732
DP00174r001_4,16.88,0.7058,0.803,0.412,0.601,149,0.48746
DP00011r006_4,3.92,0.3856,0.773,0.253,0.509,46,0.48752
DP00174r001_3,18.21,0.7116,0.801,0.436,0.588,149,0.48778
DP00707r001_5,1.31,0.7731,0.665,0.268,0.635,74,0.48792
DP01033r001_1,6.05,0.3443,0.779,0.299,0.411,92,0.48831
DP00937r001_5,8.7,0.6915,0.442,0.287,0.319,82,0.48885
DP00707r001_1,1.28,0.8023,0.687,0.269,0.659,74,0.489
DP00184r001_3,6.56,0.2637,0.82,0.257,0.636,45,0.48932
DP00174r001_1,19.43,0.6798,0.764,0.415,0.482,149,0.48936
DP00174r001_2,20.45,0.71,0.799,0.42,0.593,149,0.48946
DP00707r001_4,1.27,0.7818,0.72,0.277,0.808,74,0.48978
DP02050r002_5,13.06,0.1559,0.516,0.375,0.465,101,0.49009
DP00955r001_2,4.31,0.4559,0.829,0.244,0.268,242,0.49153
DP00955r001_5,4.21,0.4525,0.818,0.233,0.266,242,0.49277
DP01033r001_5,4.78,0.3623,0.701,0.319,0.43,92,0.49279
DP01033r001_3,5.89,0.359,0.79,0.286,0.422,92,0.49303
DP00427r002_2,4.99,0.2695,0.804,0.435,0.542,55,0.49372
DP01045r001_4,4.79,0.4683,0.943,0.367,0.556,26,0.49457
DP01033r001_2,5.55,0.3431,0.813,0.31,0.44,92,0.49497
DP01033r001_4,5.51,0.3661,0.795,0.313,0.418,92,0.49535
DP02495r002_2,12.32,0.204,0.953,0.333,0.512,53,0.49732
DP00870r001_5,9.89,0.1815,0.834,0.578,0.558,203,0.49753
DP02050r002_3,13.99,0.1602,0.594,0.404,0.506,101,0.49777
DP02050r002_4,14.76,0.1567,0.556,0.398,0.485,101,0.49791
DP01313r001_4,2.48,0.6399,0.898,0.219,0.287,61,0.49837
DP01045r001_5,4.71,0.4862,0.941,0.365,0.613,26,0.49891
DP01045r001_2,4.69,0.4807,0.947,0.365,0.612,26,0.499
DP01313r001_2,2.41,0.6407,0.927,0.217,0.316,61,0.49915
DP00955r001_3,4.27,0.4415,0.823,0.244,0.261,242,0.49966
DP00592r001_4,3.78,0.4093,0.644,0.273,0.496,62,0.49992
DP01045r001_3,4.67,0.4831,0.95,0.383,0.578,26,0.50052
DP02010r003_5,5.11,0.129,0.685,0.477,0.522,108,0.50072
DP00870r001_4,9.96,0.181,0.862,0.572,0.552,203,0.50098
DP00870r001_1,10.09,0.182,0.831,0.588,0.548,203,0.50193
DP00592r001_5,3.78,0.4097,0.597,0.29,0.558,62,0.50284
DP02495r002_1,12.39,0.2044,0.956,0.394,0.56,53,0.50428
DP00870r001_3,10.57,0.1794,0.868,0.585,0.558,203,0.50443
DP00427r002_4,4.38,0.2762,0.89,0.393,0.562,55,0.50463
DP00592r001_1,4.36,0.4089,0.643,0.277,0.484,62,0.50467
DP00382r003_4,3.74,0.5077,0.986,0.35,0.776,24,0.50486
DP00427r002_3,4.38,0.2762,0.875,0.408,0.603,55,0.50491
DP00592r001_3,4.49,0.3782,0.603,0.257,0.464,62,0.50492
DP02050r002_1,14.2,0.1598,0.604,0.406,0.486,101,0.50521
DP02495r002_4,12.4,0.1923,0.916,0.398,0.54,53,0.50557
DP01106r001_1,4.97,0.3218,0.678,0.324,0.218,363,0.50667
DP00544r003_5,3.47,0.5407,0.914,0.348,0.383,120,0.50682
DP00427r002_5,4.19,0.2735,0.874,0.395,0.54,55,0.50684
DP00592r001_2,4.54,0.3805,0.624,0.261,0.482,62,0.50685
DP02507r001_2,10.8,0.109,0.597,0.496,0.291,283,0.50686
DP00382r003_1,3.74,0.5088,0.986,0.351,0.764,24,0.50712
DP00563r001_2,3.96,0.3538,0.721,0.249,0.246,204,0.50763
DP00382r003_2,3.75,0.5094,0.991,0.355,0.788,24,0.50795
DP02495r002_5,12.39,0.2035,0.96,0.365,0.537,53,0.50839
DP00427r002_1,3.73,0.272,0.844,0.383,0.564,55,0.50851
DP00694r001_2,6.07,0.6679,0.551,0.278,0.268,228,0.50855
DP00544r003_4,3.45,0.5538,0.914,0.35,0.396,120,0.50891
DP01106r001_2,5.01,0.3217,0.671,0.314,0.233,363,0.50903
DP00086r009_2,5.93,0.2739,0.866,0.299,0.4,74,0.50911
DP00382r003_3,3.66,0.5066,0.992,0.356,0.759,24,0.50912
DP00382r003_5,3.66,0.5052,0.993,0.36,0.769,24,0.50916
DP02010r003_3,5.11,0.1316,0.677,0.486,0.492,108,0.50955
DP02495r002_3,12.44,0.1968,0.927,0.375,0.544,53,0.50985
DP00544r003_2,3.42,0.5441,0.914,0.342,0.399,120,0.51016
DP02050r002_2,14.43,0.1581,0.623,0.383,0.448,101,0.51023
DP01096r001_3,11.32,0.5433,0.905,0.49,0.495,179,0.51086
DP01106r001_4,5.23,0.3151,0.709,0.295,0.211,363,0.51108
DP01313r001_3,2.44,0.6154,0.925,0.188,0.298,61,0.5114
DP02507r001_1,10.01,0.1103,0.558,0.509,0.281,283,0.51223
DP00694r001_5,5.68,0.643,0.615,0.23,0.235,228,0.51235
DP01096r001_2,10.97,0.5463,0.909,0.465,0.491,179,0.51287
DP00086r009_3,6.14,0.2824,0.822,0.252,0.445,74,0.51485
DP01096r001_4,11.21,0.549,0.924,0.47,0.46,179,0.51503
DP01313r001_5,2.49,0.6418,0.927,0.194,0.324,61,0.51552
DP00086r009_4,5.93,0.2783,0.851,0.279,0.442,74,0.51603
DP00984r001_5,9.03,0.5575,0.701,0.21,0.611,95,0.51801
DP01280r001_5,1.59,0.6784,0,0.127,0.424,40,0.51859
DP01096r001_5,11.31,0.5671,0.928,0.5,0.488,179,0.51913
DP00984r001_4,8.53,0.5555,0.725,0.214,0.536,95,0.51914
DP00984r001_1,8.3,0.5622,0.678,0.201,0.526,95,0.51928
DP01096r001_1,11.23,0.5507,0.93,0.479,0.49,179,0.51971
DP00870r001_2,9.43,0.1806,0.85,0.583,0.518,203,0.52027
DP00984r001_2,9.48,0.5738,0.68,0.227,0.562,95,0.52071
DP00086r009_5,5.74,0.2789,0.825,0.31,0.457,74,0.52079
DP00086r009_1,6.03,0.2819,0.851,0.279,0.446,74,0.52322
DP02327r008_4,4.36,0.6298,0.832,0.384,0.733,38,0.52325
DP02507r001_5,10.45,0.1127,0.592,0.505,0.306,283,0.52399
DP00699r001_5,4.1,0.299,0.686,0.347,0.193,406,0.52593
DP00348r008_1,4.2,0.5576,0.957,0.514,0.698,60,0.52642
DP02483r001_2,13.19,0.0999,0.696,0.604,0.478,426,0.5272
DP00876r001_5,6.44,0.5026,0.862,0.366,0.462,100,0.52833
DP00984r001_3,8.32,0.5623,0.724,0.198,0.586,95,0.52863
DP00876r001_4,6.82,0.5012,0.791,0.326,0.477,100,0.52866
DP00348r008_5,4.16,0.5536,0.972,0.481,0.71,60,0.52888
DP02507r001_4,10.37,0.1118,0.605,0.488,0.285,283,0.52932
DP02530r002_5,19.83,0.5318,0.413,0.448,0.199,788,0.52942
DP00348r008_2,4.17,0.5624,0.976,0.506,0.703,60,0.52991
DP00876r001_1,6.37,0.5055,0.87,0.362,0.452,100,0.53045
DP02327r008_1,4.34,0.6468,0.858,0.356,0.792,38,0.53151
DP02327r008_3,4.43,0.648,0.858,0.373,0.796,38,0.53162
DP02143r003_4,6.11,0.487,0.784,0.287,0.724,59,0.53168
DP00348r008_3,4.17,0.5664,0.97,0.499,0.691,60,0.53192
DP00348r008_4,4.16,0.5557,0.972,0.503,0.725,60,0.53213
DP00876r001_2,6.93,0.4958,0.838,0.343,0.486,100,0.53227
DP02327r008_5,3.45,0.6533,0.819,0.373,0.798,38,0.53287
DP02143r003_1,6.39,0.4892,0.803,0.299,0.686,59,0.53526
DP02507r001_3,9.82,0.1095,0.602,0.505,0.289,283,0.53593
DP00876r001_3,6.7,0.494,0.867,0.352,0.454,100,0.53806
DP01841r001_3,4.48,0.6609,0.583,0.35,0.813,51,0.53951
DP02483r001_1,12.44,0.09969,0.798,0.612,0.456,426,0.54023
DP02327r008_2,3.51,0.6482,0.815,0.35,0.781,38,0.54043
DP01841r001_4,4.36,0.673,0.579,0.344,0.788,51,0.54293
DP02503r001_2,16,0.162,0.647,0.505,0.361,250,0.54356
DP00016r001_5,8.13,0.4801,0.771,0.367,0.297,164,0.54422
DP02483r001_4,13.18,0.1005,0.8,0.605,0.461,426,0.54482
DP02503r001_1,13.65,0.1637,0.654,0.509,0.376,250,0.54606
DP00694r001_3,9.27,0.6332,0.514,0.261,0.238,228,0.54642
DP00908r001_5,4.49,0.3741,0.759,0.473,0.642,46,0.54861
DP00908r001_2,3.4,0.3652,0.736,0.465,0.622,46,0.54971
DP00016r001_3,6.51,0.4926,0.798,0.303,0.295,164,0.55022
DP02143r003_2,5.4,0.4946,0.831,0.266,0.708,59,0.55026
DP02143r003_3,5.48,0.4891,0.803,0.275,0.702,59,0.55114
DP00699r001_1,4.56,0.2871,0.666,0.326,0.183,406,0.55115
DP02483r001_3,12.66,0.0994,0.817,0.604,0.456,426,0.55178
DP00908r001_3,3.39,0.3657,0.735,0.499,0.656,46,0.5522
DP00908r001_1,3.74,0.3776,0.682,0.498,0.66,46,0.55279
DP00113r001_5,3.81,0.5553,0.898,0.26,0.644,93,0.55427
DP00088r003_3,6.94,0.6583,0.716,0.231,0.602,51,0.55434
DP00088r003_4,7.85,0.663,0.707,0.223,0.591,51,0.555
DP00908r001_4,3.73,0.3761,0.706,0.469,0.652,46,0.55549
DP01308r002_3,3.41,0.6463,0.728,0.322,0.171,171,0.55622
DP02483r001_5,12.7,0.0999,0.785,0.624,0.473,426,0.5568
DP00088r003_2,9.14,0.6501,0.73,0.227,0.578,51,0.55759
DP00016r001_2,7.9,0.4876,0.756,0.335,0.282,164,0.55778
DP02530r002_1,10.35,0.5358,0.442,0.442,0.208,788,0.55815
DP00016r001_1,6.46,0.4846,0.781,0.354,0.303,164,0.56181
DP02536r002_3,2.42,0.4169,0.979,0.332,0.628,33,0.56632
DP00540r001_4,21.61,0.5492,0.651,0.463,0.384,345,0.56651
DP00540r001_3,24.89,0.5596,0.658,0.482,0.428,345,0.56784
DP00540r001_2,20.63,0.5537,0.675,0.45,0.415,345,0.56816
DP00540r001_5,27.63,0.551,0.697,0.497,0.408,345,0.56848
DP01467r001_3,3.36,0.2805,0.967,0.556,0.411,80,0.56886
DP02536r002_1,2.51,0.4183,0.979,0.283,0.602,33,0.56988
DP02536r002_4,2.38,0.4262,0.98,0.327,0.616,33,0.56996
DP02503r001_5,13.51,0.1617,0.66,0.513,0.404,250,0.57075
DP02536r002_5,2.43,0.419,0.978,0.304,0.58,33,0.57112
DP02503r001_3,11.49,0.1645,0.652,0.535,0.382,250,0.57167
DP00540r001_1,25.47,0.5545,0.691,0.468,0.399,345,0.57422
DP02536r002_2,2.34,0.4264,0.973,0.307,0.608,33,0.57439
DP01488r004_1,1.85,0.2583,0.731,0.422,0.368,31,0.57463
DP01467r001_4,3.39,0.2803,0.986,0.587,0.458,80,0.57668
DP01467r001_1,3.37,0.2816,0.986,0.593,0.461,80,0.57674
DP00016r001_4,5.33,0.489,0.753,0.317,0.294,164,0.57717
DP01488r004_5,1.8,0.2587,0.778,0.399,0.349,31,0.57759
DP01467r001_5,3.35,0.2825,0.988,0.591,0.457,80,0.57839
DP01467r001_2,3.36,0.283,0.987,0.58,0.489,80,0.57849
DP01488r004_2,1.81,0.2551,0.802,0.388,0.378,31,0.57876
DP00088r003_1,5.5,0.6989,0.678,0.217,0.552,51,0.5797
DP00550r001_5,7.72,0.3197,0.88,0.618,0.547,108,0.57975
DP02498r001_4,5.68,0.0969,0.689,0.445,0.408,227,0.58093
DP02503r001_4,10.59,0.1614,0.646,0.523,0.423,250,0.58118
DP00113r001_3,3.89,0.5841,0.926,0.274,0.774,93,0.5813
DP00113r001_1,4.29,0.5942,0.91,0.284,0.728,93,0.58143
DP00088r003_5,5.52,0.7065,0.72,0.216,0.551,51,0.58175
DP02498r001_3,5.65,0.098,0.67,0.46,0.384,227,0.58203
DP00699r001_3,4.77,0.2894,0.603,0.337,0.204,406,0.58252
DP01488r004_3,2.06,0.2568,0.722,0.421,0.369,31,0.58266
DP00113r001_2,3.8,0.5821,0.928,0.268,0.781,93,0.58344
DP00113r001_4,4.03,0.5789,0.909,0.278,0.696,93,0.58359
DP00550r001_4,7.45,0.3192,0.932,0.622,0.542,108,0.58446
DP00132r006_1,9.5,0.5922,0.88,0.598,0.453,395,0.58497
DP00550r001_3,7.43,0.3207,0.942,0.646,0.521,108,0.58497
DP00132r006_2,9.64,0.5849,0.852,0.58,0.404,395,0.58612
DP00550r001_2,7.33,0.317,0.906,0.618,0.5,108,0.58637
DP02530r002_2,9,0.533,0.463,0.446,0.214,788,0.58649
DP00132r006_5,9.36,0.5963,0.835,0.602,0.439,395,0.58755
DP00132r006_4,9.39,0.5953,0.886,0.607,0.477,395,0.58777
DP00550r001_1,7.3,0.3214,0.914,0.629,0.538,108,0.5882
DP01488r004_4,1.74,0.2622,0.774,0.398,0.353,31,0.59008
DP01110r001_5,3.14,0.4383,0.961,0.311,0.326,175,0.59068
DP02498r001_1,5.04,0.09694,0.711,0.444,0.427,227,0.59484
DP01110r001_1,3.23,0.4429,0.966,0.319,0.335,175,0.59506
