modelID seqlen tmalign RMSD proq4 pcons qmean DAN
DP01100r001_4 441 0.14776 26.77 0.342 0.265 0.47700000000000004 0.175
DP01100r001_5 441 0.12452 27.21 0.376 0.452 0.39799999999999996 0.175
DP01102r009_1 526 0.17958 6.69 0.285 0.0 0.447 0.16399999999999998
DP01102r009_2 526 0.1661 6.08 0.306 0.0 0.433 0.173
DP01102r009_3 526 0.14672000000000002 5.2 0.273 0.0 0.368 0.16
DP01102r009_4 526 0.16612000000000002 5.64 0.327 0.0 0.397 0.182
DP01102r009_5 526 0.17103 4.98 0.279 0.0 0.48 0.16699999999999998
DP01104r001_1 131 0.14332999999999999 22.93 0.321 0.204 0.376 0.271
DP01104r001_2 131 0.14984 20.95 0.344 0.24 0.455 0.278
DP01104r001_3 131 0.16322 20.27 0.316 0.203 0.523 0.238
DP01104r001_4 131 0.13426 20.97 0.274 0.201 0.40299999999999997 0.263
DP01104r001_5 131 0.14757 20.65 0.29100000000000004 0.18899999999999997 0.409 0.28600000000000003
DP01106r001_1 363 0.50667 4.97 0.324 0.6779999999999999 0.34299999999999997 0.218
DP01106r001_2 363 0.50903 5.01 0.314 0.6709999999999999 0.341 0.233
DP01106r001_3 363 0.44068999999999997 5.09 0.307 0.58 0.344 0.18
DP01106r001_4 363 0.51108 5.23 0.295 0.7090000000000001 0.33299999999999996 0.211
DP01106r001_5 363 0.4684 5.3 0.33 0.71 0.415 0.21
DP01108r001_1 149 0.31514000000000003 5.41 0.23 0.585 0.396 0.316
DP01108r001_2 149 0.25076 7.37 0.249 0.495 0.35 0.253
DP01108r001_3 149 0.34945 5.69 0.226 0.631 0.4 0.312
DP01108r001_4 149 0.35697 5.16 0.249 0.609 0.41600000000000004 0.329
DP01108r001_5 149 0.29904000000000003 6.97 0.197 0.563 0.344 0.317
DP01110r001_1 175 0.59506 3.23 0.319 0.966 0.536 0.335
DP01110r001_2 175 0.6016100000000001 3.16 0.316 0.972 0.634 0.358
DP01110r001_3 175 0.6007399999999999 3.17 0.315 0.9740000000000001 0.5589999999999999 0.339
DP01110r001_4 175 0.60033 3.17 0.319 0.961 0.509 0.34
DP01110r001_5 175 0.59068 3.14 0.311 0.961 0.494 0.326
DP01119r004_1 137 0.06274 3.36 0.304 0.457 0.46299999999999997 0.312
DP01119r004_2 137 0.06264 3.38 0.292 0.342 0.465 0.334
DP01119r004_3 137 0.06276 3.44 0.256 0.276 0.45799999999999996 0.328
DP01119r004_4 137 0.06268 3.37 0.29100000000000004 0.43 0.46299999999999997 0.335
DP01119r004_5 137 0.06269 3.36 0.306 0.424 0.469 0.334
DP01135r001_1 153 0.17744000000000001 14.25 0.359 0.48100000000000004 0.5 0.312
DP01135r001_2 153 0.19457 13.59 0.32 0.51 0.44799999999999995 0.345
DP01135r001_3 153 0.18362 14.21 0.336 0.498 0.502 0.343
DP01135r001_4 153 0.18583 13.16 0.306 0.45 0.462 0.35600000000000004
DP01135r001_5 153 0.17851 13.74 0.378 0.51 0.47100000000000003 0.324
DP01139r013_1 32 0.42536999999999997 5.17 0.324 0.951 0.732 0.6659999999999999
DP01139r013_2 32 0.41886999999999996 5.26 0.302 0.953 0.723 0.647
DP01139r013_3 32 0.41701000000000005 5.28 0.315 0.958 0.738 0.7240000000000001
DP01139r013_4 32 0.42176 5.26 0.311 0.961 0.728 0.7440000000000001
DP01139r013_5 32 0.4068 5.1 0.282 0.9359999999999999 0.723 0.708
DP01141r001_1 29 0.26541 7.58 0.183 0.735 0.261 0.655
DP01141r001_2 29 0.37925 7.07 0.161 0.838 0.513 0.897
DP01141r001_3 29 0.37881 7.22 0.168 0.8340000000000001 0.516 0.892
DP01141r001_4 29 0.37865 5.94 0.165 0.7140000000000001 0.483 0.85
DP01141r001_5 29 0.38043000000000005 6.46 0.171 0.649 0.5529999999999999 0.615
DP01141r003_1 52 0.77012 2.65 0.248 0.858 0.7190000000000001 0.901
DP01141r003_2 52 0.7730100000000001 2.57 0.244 0.855 0.713 0.905
DP01141r003_3 52 0.77284 2.65 0.248 0.858 0.713 0.901
DP01141r003_4 52 0.74732 3.83 0.244 0.727 0.685 0.889
DP01141r003_5 52 0.73922 6.2 0.232 0.762 0.672 0.904
DP01142r001_1 257 0.20594 17.7 0.325 0.322 0.40700000000000003 0.247
DP01142r001_2 257 0.25478 18.39 0.34 0.278 0.439 0.254
DP01142r001_3 257 0.25189 18.16 0.301 0.355 0.41200000000000003 0.249
DP01142r001_4 257 0.25265 18.15 0.332 0.34600000000000003 0.396 0.252
DP01142r001_5 257 0.23674 16.99 0.336 0.29100000000000004 0.4270000000000001 0.266
DP01144r001_1 100 0.20711 15.04 0.21600000000000005 0.7040000000000001 0.46799999999999997 0.43
DP01144r001_2 100 0.20699 15.07 0.201 0.762 0.44799999999999995 0.46
DP01144r001_3 100 0.20667 16.87 0.227 0.762 0.47700000000000004 0.438
DP01144r001_4 100 0.2071 14.56 0.189 0.778 0.467 0.446
DP01144r001_5 100 0.20683 15.29 0.2 0.797 0.45899999999999996 0.44
DP01146r001_1 56 0.42432 9.68 0.318 0.672 0.5379999999999999 0.408
DP01146r001_2 56 0.43713 7.17 0.308 0.655 0.59 0.472
DP01146r001_3 56 0.43651 7.53 0.292 0.6559999999999999 0.564 0.514
DP01146r001_4 56 0.43588999999999994 7.76 0.29600000000000004 0.619 0.5489999999999999 0.494
DP01146r001_5 56 0.43796999999999997 7.43 0.256 0.684 0.584 0.509
DP01147r001_1 81 0.26371 18.54 0.466 0.818 0.5489999999999999 0.448
DP01147r001_2 81 0.21775 18.13 0.47 0.764 0.536 0.421
DP01147r001_3 81 0.24525999999999998 18.08 0.451 0.843 0.534 0.4320000000000001
DP01147r001_4 81 0.27529000000000003 18.41 0.502 0.8190000000000001 0.5479999999999999 0.4270000000000001
DP01147r001_5 81 0.24061 18.4 0.448 0.79 0.526 0.4
DP01149r001_1 150 0.10834 9.39 0.35100000000000003 0.5820000000000001 0.395 0.35700000000000004
DP01149r001_2 150 0.10777 9.28 0.337 0.5329999999999999 0.461 0.365
DP01149r001_3 150 0.10843 10.19 0.37 0.26 0.433 0.371
DP01149r001_4 150 0.10822999999999999 9.24 0.359 0.52 0.414 0.345
DP01149r001_5 150 0.10851 9.25 0.383 0.5920000000000001 0.521 0.366
DP01154r001_1 43 0.46685 6.24 0.168 0.904 0.63 0.535
DP01154r001_2 43 0.46879 6.26 0.166 0.907 0.616 0.5379999999999999
DP01154r001_3 43 0.44447 6.31 0.174 0.882 0.613 0.575
DP01154r001_4 43 0.44848999999999994 6.33 0.172 0.937 0.541 0.563
DP01154r001_5 43 0.44493999999999995 6.3 0.171 0.882 0.563 0.573
DP01155r001_1 60 0.32198000000000004 9.87 0.266 0.741 0.34 0.534
DP01155r001_2 60 0.32363000000000003 10.0 0.278 0.747 0.337 0.544
DP01155r001_3 60 0.32419000000000003 8.7 0.242 0.634 0.34299999999999997 0.512
DP01155r001_4 60 0.3226 9.96 0.252 0.706 0.345 0.54
DP01155r001_5 60 0.32249 9.91 0.25 0.71 0.318 0.441
DP01166r001_1 148 0.40586 10.64 0.375 0.833 0.523 0.378
DP01166r001_2 148 0.41144 10.74 0.37 0.848 0.525 0.362
DP01166r001_3 148 0.40596 10.93 0.371 0.81 0.522 0.387
DP01166r001_4 148 0.40202 10.95 0.369 0.815 0.534 0.42
DP01166r001_5 148 0.40921 13.94 0.378 0.799 0.515 0.355
DP01169r001_1 105 0.25547 15.71 0.303 0.46399999999999997 0.423 0.353
DP01169r001_2 105 0.26103000000000004 11.9 0.28300000000000003 0.46 0.465 0.374
DP01169r001_3 105 0.26285 14.12 0.298 0.47 0.51 0.377
DP01169r001_4 105 0.25797 19.38 0.308 0.44799999999999995 0.502 0.364
DP01169r001_5 105 0.25811 12.66 0.277 0.433 0.498 0.343
DP01171r001_1 68 0.24843 15.82 0.363 0.614 0.3720000000000001 0.379
DP01171r001_2 68 0.2574 15.26 0.374 0.654 0.5579999999999999 0.409
DP01171r001_3 68 0.27164 15.21 0.313 0.424 0.434 0.358
DP01171r001_4 68 0.25756999999999997 15.35 0.359 0.643 0.506 0.398
DP01171r001_5 68 0.28798 15.89 0.332 0.601 0.456 0.385
DP01172r001_1 100 0.15583 15.13 0.221 0.33899999999999997 0.473 0.309
DP01172r001_2 100 0.15313 12.79 0.192 0.331 0.435 0.335
DP01172r001_3 100 0.15334 15.76 0.21 0.34600000000000003 0.40299999999999997 0.311
DP01172r001_4 100 0.15217999999999998 15.26 0.23 0.32 0.45299999999999996 0.326
DP01172r001_5 100 0.15484 14.74 0.202 0.309 0.353 0.338
DP01184r001_1 60 0.40287 4.01 0.336 0.9420000000000001 0.534 0.478
DP01184r001_2 60 0.39542 4.37 0.34 0.955 0.532 0.4920000000000001
DP01184r001_3 60 0.41341999999999995 4.06 0.344 0.9229999999999999 0.5379999999999999 0.446
DP01184r001_4 60 0.39976999999999996 4.2 0.342 0.945 0.531 0.444
DP01184r001_5 60 0.39607 4.48 0.273 0.9329999999999999 0.519 0.452
DP01195r001_1 53 0.44173 10.28 0.196 0.93 0.45299999999999996 0.486
DP01195r001_2 53 0.44323999999999997 10.41 0.209 0.932 0.48 0.514
DP01195r001_3 53 0.44847 10.39 0.206 0.893 0.434 0.55
DP01195r001_4 53 0.4361 10.44 0.184 0.929 0.431 0.473
DP01195r001_5 53 0.4435 10.48 0.193 0.904 0.45799999999999996 0.523
DP01196r001_1 193 0.24251999999999999 13.02 0.531 0.8809999999999999 0.48100000000000004 0.392
DP01196r001_2 193 0.24209 13.07 0.5329999999999999 0.885 0.518 0.4
DP01196r001_3 193 0.24433000000000002 12.94 0.51 0.8859999999999999 0.4970000000000001 0.392
DP01196r001_4 193 0.24256 12.98 0.537 0.871 0.502 0.404
DP01196r001_5 193 0.24145999999999998 13.05 0.514 0.8859999999999999 0.488 0.388
DP01201r007_1 88 0.81579 1.92 0.422 0.951 0.603 0.557
DP01201r007_2 88 0.80961 2.1 0.439 0.9390000000000001 0.61 0.59
DP01201r007_3 88 0.81405 1.99 0.434 0.9470000000000001 0.617 0.568
DP01201r007_4 88 0.80124 2.13 0.436 0.9440000000000001 0.607 0.602
DP01201r007_5 88 0.80848 1.99 0.425 0.9420000000000001 0.608 0.56
DP01202r001_1 125 0.19478 16.19 0.307 0.504 0.517 0.28300000000000003
DP01202r001_2 125 0.23303000000000001 16.54 0.324 0.514 0.41100000000000003 0.306
DP01202r001_3 125 0.23978000000000002 17.03 0.31 0.424 0.496 0.285
DP01202r001_4 125 0.2256 17.17 0.27 0.547 0.466 0.284
DP01202r001_5 125 0.2399 17.41 0.298 0.57 0.457 0.29
DP01203r001_1 119 0.22751999999999997 11.17 0.373 0.782 0.42 0.342
DP01203r001_2 119 0.20640999999999998 11.48 0.374 0.747 0.5670000000000001 0.401
DP01203r001_3 119 0.22591999999999998 11.23 0.35100000000000003 0.813 0.509 0.389
DP01203r001_4 119 0.23119 11.13 0.343 0.637 0.493 0.409
DP01203r001_5 119 0.13609000000000002 11.11 0.337 0.799 0.515 0.42
DP01241r001_1 136 0.1578 19.05 0.353 0.191 0.35100000000000003 0.3
DP01241r001_2 136 0.19987 20.03 0.34 0.21600000000000005 0.41 0.292
DP01241r001_3 136 0.19253 18.87 0.315 0.31 0.376 0.287
DP01241r001_4 136 0.17535 19.13 0.361 0.254 0.397 0.293
DP01241r001_5 136 0.21450999999999998 19.47 0.369 0.18899999999999997 0.354 0.271
DP01248r001_1 125 0.84211 2.25 0.618 0.9690000000000001 0.6559999999999999 0.564
DP01248r001_2 125 0.8397399999999999 2.36 0.628 0.9690000000000001 0.6659999999999999 0.5820000000000001
DP01248r001_3 125 0.8464700000000001 2.12 0.629 0.971 0.6890000000000001 0.625
DP01248r001_4 125 0.8433799999999999 2.21 0.624 0.975 0.664 0.607
DP01248r001_5 125 0.84421 2.28 0.627 0.97 0.672 0.637
DP01254r001_1 77 0.66803 2.59 0.4970000000000001 0.995 0.618 0.515
DP01254r001_2 77 0.67184 2.61 0.496 0.995 0.6459999999999999 0.518
DP01254r001_3 77 0.66797 2.58 0.496 0.996 0.609 0.518
DP01254r001_4 77 0.66824 2.58 0.487 0.996 0.615 0.523
DP01254r001_5 77 0.6766800000000001 2.55 0.482 0.993 0.62 0.522
DP01256r001_1 47 0.24088 4.76 0.333 0.0 0.425 0.494
DP01256r001_2 47 0.27114 7.17 0.359 0.0 0.447 0.452
DP01256r001_3 47 0.22671 4.49 0.333 0.0 0.43 0.482
DP01256r001_4 47 0.2212 4.52 0.329 0.0 0.436 0.468
DP01256r001_5 47 0.24556999999999998 4.48 0.28600000000000003 0.0 0.418 0.446
DP01262r001_1 216 0.35593 22.69 0.35 0.39299999999999996 0.532 0.28300000000000003
DP01262r001_2 216 0.34084000000000003 24.05 0.318 0.37 0.5479999999999999 0.302
DP01262r001_3 216 0.35954 19.97 0.329 0.382 0.527 0.282
DP01262r001_4 216 0.34235 24.57 0.336 0.358 0.541 0.294
DP01262r001_5 216 0.34714 25.34 0.324 0.369 0.547 0.301
DP01280r001_1 40 0.41541999999999996 3.28 0.108 0.0 0.262 0.398
DP01280r001_2 40 0.27853 1.85 0.115 0.0 0.235 0.5
DP01280r001_3 40 0.06865 3.22 0.115 0.0 0.252 0.522
DP01280r001_4 40 0.06707 3.19 0.116 0.0 0.248 0.504
DP01280r001_5 40 0.51859 1.59 0.127 0.0 0.22399999999999998 0.424
DP01285r001_1 122 0.38685 9.74 0.616 0.927 0.649 0.5660000000000001
DP01285r001_2 122 0.38684 9.94 0.593 0.919 0.618 0.494
DP01285r001_3 122 0.38772 9.71 0.617 0.927 0.632 0.58
DP01285r001_4 122 0.38847 9.62 0.611 0.92 0.615 0.565
DP01285r001_5 122 0.38802 9.68 0.612 0.9209999999999999 0.631 0.531
DP01293r001_1 120 0.25301999999999997 3.23 0.404 0.0 0.45299999999999996 0.302
DP01293r001_2 120 0.37201999999999996 3.44 0.36 0.0 0.42200000000000004 0.295
DP01293r001_3 120 0.32955 2.22 0.3720000000000001 0.0 0.473 0.31
DP01293r001_4 120 0.28998 3.15 0.389 0.0 0.43 0.311
DP01293r001_5 120 0.20158 3.74 0.407 0.0 0.436 0.293
DP01304r001_1 74 0.09199 10.02 0.202 0.16899999999999998 0.26899999999999996 0.275
DP01304r001_2 74 0.08781 9.47 0.155 0.18100000000000002 0.32 0.262
DP01304r001_3 74 0.08695 9.77 0.155 0.183 0.28 0.254
DP01304r001_4 74 0.0883 10.48 0.173 0.168 0.301 0.248
DP01304r001_5 74 0.09276000000000001 7.77 0.156 0.16399999999999998 0.32 0.284
DP01308r002_1 171 0.16458 7.63 0.3 0.7759999999999999 0.368 0.198
DP01308r002_2 171 0.16212000000000001 8.51 0.277 0.784 0.358 0.21600000000000005
DP01308r002_3 171 0.14128 7.11 0.322 0.728 0.382 0.171
DP01308r002_4 171 0.16729000000000002 7.5 0.289 0.6829999999999999 0.40299999999999997 0.205
DP01308r002_5 171 0.16779000000000002 4.77 0.299 0.78 0.373 0.19
DP01313r001_1 61 0.18661 4.61 0.241 0.7609999999999999 0.429 0.295
DP01313r001_2 61 0.15505 6.4 0.217 0.927 0.39899999999999997 0.316
DP01313r001_3 61 0.20012 7.03 0.188 0.925 0.396 0.298
DP01313r001_4 61 0.12568 7.64 0.219 0.898 0.424 0.287
DP01313r001_5 61 0.12747 4.9 0.194 0.927 0.46399999999999997 0.324
DP01316r001_1 135 0.15939 16.83 0.539 0.981 0.359 0.297
DP01316r001_2 135 0.16675 17.22 0.52 0.977 0.354 0.293
DP01316r001_3 135 0.14051 17.26 0.514 0.9790000000000001 0.3670000000000001 0.287
DP01316r001_4 135 0.14748 18.27 0.519 0.977 0.368 0.28600000000000003
DP01316r001_5 135 0.16865 15.92 0.521 0.977 0.358 0.29100000000000004
DP01330r001_1 112 0.14492 36.45 0.29600000000000004 0.188 0.29 0.251
DP01330r001_2 112 0.14472000000000002 30.9 0.341 0.226 0.361 0.232
DP01330r001_3 112 0.14129 32.17 0.31 0.22899999999999998 0.32899999999999996 0.229
DP01330r001_4 112 0.1516 25.76 0.261 0.21100000000000002 0.321 0.256
DP01330r001_5 112 0.15511 33.1 0.293 0.23399999999999999 0.34700000000000003 0.241
DP01339r001_1 73 0.08705 17.52 0.403 0.226 0.5479452054999999 0.247
DP01339r001_2 73 0.12635 11.32 0.322 0.18899999999999997 0.5753424658 0.242
DP01339r001_3 73 0.10346 15.75 0.385 0.264 0.5068493151 0.243
DP01339r001_4 73 0.13612 18.86 0.344 0.27699999999999997 0.602739726 0.208
DP01339r001_5 73 0.11047 22.07 0.289 0.273 0.5547945205 0.233
DP01361r002_1 96 0.15584 14.15 0.51 0.956 0.384 0.329
DP01361r002_2 96 0.146 17.17 0.501 0.9059999999999999 0.33399999999999996 0.312
DP01361r002_3 96 0.16524 15.52 0.529 0.951 0.414 0.344
DP01361r002_4 96 0.19648 10.83 0.541 0.956 0.41100000000000003 0.36
DP01361r002_5 96 0.1693 14.3 0.545 0.919 0.32899999999999996 0.315
DP01394r003_1 60 0.13885 8.58 0.214 0.991 0.402 0.379
DP01394r003_2 60 0.1494 6.15 0.21600000000000005 0.991 0.415 0.401
DP01394r003_3 60 0.19147999999999998 7.17 0.219 0.991 0.408 0.413
DP01394r003_4 60 0.17107999999999998 6.26 0.223 0.963 0.39399999999999996 0.318
DP01394r003_5 60 0.1653 5.5 0.22 0.991 0.42 0.373
DP01401r001_1 42 0.15908 14.55 0.256 0.18600000000000005 0.345 0.29
DP01401r001_2 42 0.15835 15.89 0.239 0.27699999999999997 0.355 0.29
DP01401r001_3 42 0.14293 15.31 0.28 0.27899999999999997 0.365 0.312
DP01401r001_4 42 0.14804 16.39 0.319 0.266 0.354 0.298
DP01401r001_5 42 0.13405999999999998 17.72 0.16899999999999998 0.205 0.349 0.294
DP01424r001_1 117 0.10885999999999998 25.06 0.5489999999999999 0.784 0.37 0.275
DP01424r001_2 117 0.13205 19.48 0.555 0.7909999999999999 0.39399999999999996 0.31
DP01424r001_3 117 0.14824 17.64 0.56 0.7979999999999999 0.38 0.318
DP01424r001_4 117 0.14157 21.51 0.5670000000000001 0.8009999999999999 0.39399999999999996 0.314
DP01424r001_5 117 0.13248 19.7 0.5660000000000001 0.7879999999999999 0.39299999999999996 0.358
DP01425r001_1 111 0.16182 15.83 0.233 0.22899999999999998 0.379 0.213
DP01425r001_2 111 0.14847 12.03 0.321 0.187 0.359 0.219
DP01425r001_3 111 0.14548 19.03 0.264 0.22399999999999998 0.39299999999999996 0.227
DP01425r001_4 111 0.14756 13.6 0.22 0.20800000000000002 0.365 0.207
DP01425r001_5 111 0.19361 18.14 0.298 0.218 0.405 0.21600000000000005
DP01426r018_1 143 0.18400999999999998 7.73 0.329 0.62 0.4320000000000001 0.223
DP01426r018_2 143 0.16735999999999998 9.3 0.355 0.659 0.42100000000000004 0.24
DP01426r018_3 143 0.19002 6.76 0.338 0.611 0.425 0.233
DP01426r018_4 143 0.15333 9.89 0.377 0.589 0.37 0.242
DP01426r018_5 143 0.19009 7.04 0.359 0.547 0.41 0.229
DP01427r001_1 102 0.14657 17.17 0.457 0.912 0.402 0.24
DP01427r001_2 102 0.1459 16.83 0.452 0.8909999999999999 0.431 0.304
DP01427r001_3 102 0.16293 18.05 0.428 0.898 0.415 0.263
DP01427r001_4 102 0.13785999999999998 18.89 0.423 0.841 0.38799999999999996 0.266
DP01427r001_5 102 0.1453 16.52 0.477 0.9129999999999999 0.415 0.29600000000000004
DP01428r001_1 80 0.14933 16.4 0.57 0.877 0.4320000000000001 0.3670000000000001
DP01428r001_2 80 0.15648 20.47 0.591 0.9 0.436 0.368
DP01428r001_3 80 0.17014 19.69 0.598 0.89 0.436 0.373
DP01428r001_4 80 0.14386 20.17 0.585 0.898 0.445 0.377
DP01428r001_5 80 0.17304 19.39 0.605 0.887 0.442 0.35100000000000003
DP01436r001_1 65 0.13367 14.72 0.365 0.992 0.316 0.31
DP01436r001_2 65 0.17985 11.32 0.364 0.988 0.322 0.315
DP01436r001_3 65 0.15017 9.0 0.358 0.992 0.316 0.29600000000000004
DP01436r001_4 65 0.19834000000000002 17.62 0.37 0.992 0.324 0.307
DP01436r001_5 65 0.13677999999999998 14.09 0.383 0.99 0.307 0.307
DP01437r001_1 66 0.16138 14.64 0.302 0.958 0.42100000000000004 0.338
DP01437r001_2 66 0.16109 14.87 0.306 0.973 0.4270000000000001 0.316
DP01437r001_3 66 0.17367 16.92 0.284 0.978 0.414 0.318
DP01437r001_4 66 0.14815 11.89 0.33 0.963 0.389 0.322
DP01437r001_5 66 0.19574 15.37 0.302 0.9740000000000001 0.4320000000000001 0.34
DP01438r001_1 67 0.19125 9.47 0.331 0.84 0.39799999999999996 0.328
DP01438r001_2 67 0.15178 11.74 0.327 0.7909999999999999 0.38299999999999995 0.316
DP01438r001_3 67 0.16625 11.03 0.333 0.753 0.392 0.309
DP01438r001_4 67 0.27542 8.63 0.29 0.8490000000000001 0.40399999999999997 0.348
DP01438r001_5 67 0.1691 14.61 0.293 0.841 0.39799999999999996 0.32299999999999995
DP01438r004_1 67 0.17278 11.25 0.382 0.9440000000000001 0.6343283582 0.303
DP01438r004_2 67 0.17506 12.18 0.389 0.945 0.6417910447999999 0.307
DP01438r004_3 67 0.17538 10.78 0.348 0.9490000000000001 0.6119402985 0.307
DP01438r004_4 67 0.16396 13.52 0.395 0.9540000000000001 0.6567164179 0.337
DP01438r004_5 67 0.15342999999999998 12.33 0.39 0.946 0.6044776118999999 0.324
DP01450r001_1 318 0.14847 18.88 0.38 0.231 0.273 0.161
DP01450r001_2 318 0.12959 17.35 0.362 0.19699999999999998 0.305 0.154
DP01450r001_3 318 0.1152 21.62 0.307 0.20800000000000002 0.258 0.131
DP01450r001_4 318 0.1226 17.95 0.379 0.23199999999999998 0.309 0.168
DP01450r001_5 318 0.13858 19.2 0.35200000000000004 0.23 0.299 0.162
DP01452r003_1 93 0.13990999999999998 27.34 0.274 0.157 0.34700000000000003 0.24
DP01452r003_2 93 0.13164 26.03 0.268 0.141 0.32799999999999996 0.264
DP01452r003_3 93 0.1689 21.76 0.239 0.158 0.35100000000000003 0.244
DP01452r003_4 93 0.15564 19.56 0.258 0.141 0.37 0.25
DP01452r003_5 93 0.15369000000000002 23.05 0.232 0.132 0.293 0.221
DP01456r001_1 115 0.16959000000000002 17.9 0.59 0.556 0.385 0.34600000000000003
DP01456r001_2 115 0.13195 21.04 0.58 0.552 0.36200000000000004 0.342
DP01456r001_3 115 0.16005999999999998 16.28 0.607 0.552 0.335 0.338
DP01456r001_4 115 0.15834 19.16 0.588 0.5429999999999999 0.38299999999999995 0.368
DP01456r001_5 115 0.13376 20.98 0.588 0.5539999999999999 0.369 0.344
DP01461r001_1 114 0.24808000000000002 5.34 0.364 0.0 0.382 0.233
DP01461r001_2 114 0.20171 3.09 0.425 0.0 0.428 0.226
DP01461r001_3 114 0.24803000000000003 4.07 0.344 0.0 0.303 0.215
DP01461r001_4 114 0.13626 4.47 0.376 0.0 0.396 0.209
DP01461r001_5 114 0.18156 4.52 0.398 0.0 0.38299999999999995 0.232
DP01467r001_1 80 0.14306 13.23 0.593 0.986 0.391 0.461
DP01467r001_2 80 0.22580999999999998 13.34 0.58 0.987 0.413 0.489
DP01467r001_3 80 0.12245999999999999 15.55 0.556 0.9670000000000001 0.35600000000000004 0.411
DP01467r001_4 80 0.14351 16.13 0.5870000000000001 0.986 0.39299999999999996 0.458
DP01467r001_5 80 0.19622 10.57 0.591 0.988 0.406 0.457
DP01474r001_1 130 0.15166 17.81 0.502 0.956 0.384 0.322
DP01474r001_2 130 0.12044 26.1 0.495 0.937 0.379 0.293
DP01474r001_3 130 0.1228 23.07 0.495 0.955 0.379 0.293
DP01474r001_4 130 0.12361 24.63 0.4920000000000001 0.958 0.39399999999999996 0.285
DP01474r001_5 130 0.1213 20.64 0.502 0.958 0.397 0.306
DP01474r005_1 71 0.34383 10.29 0.307 0.303 0.46399999999999997 0.306
DP01474r005_2 71 0.31064 10.08 0.303 0.271 0.455 0.28300000000000003
DP01474r005_3 71 0.3075 17.87 0.295 0.312 0.426 0.284
DP01474r005_4 71 0.30326 13.64 0.321 0.28300000000000003 0.424 0.295
DP01474r005_5 71 0.31065 11.9 0.274 0.314 0.43 0.276
DP01475r001_1 310 0.07948999999999999 4.47 0.231 0.0 0.272 0.181
DP01475r001_2 310 0.09795 4.42 0.27 0.0 0.304 0.159
DP01475r001_3 310 0.21035 3.92 0.267 0.0 0.299 0.16399999999999998
DP01475r001_4 310 0.19333 4.66 0.306 0.0 0.268 0.159
DP01475r001_5 310 0.28536 5.46 0.261 0.0 0.284 0.14
DP01478r006_1 42 0.14807 19.37 0.309 0.33899999999999997 0.386 0.302
DP01478r006_2 42 0.1406 17.14 0.299 0.376 0.413 0.319
DP01478r006_3 42 0.15083 13.96 0.43 0.317 0.377 0.314
DP01478r006_4 42 0.14403 23.56 0.38 0.358 0.38299999999999995 0.278
DP01478r006_5 42 0.15639 14.63 0.329 0.3720000000000001 0.364 0.295
DP01479r001_1 35 0.29755 19.33 0.142 0.44799999999999995 0.32799999999999996 0.385
DP01479r001_2 35 0.29212 21.2 0.192 0.45 0.27899999999999997 0.3
DP01479r001_3 35 0.29563 18.17 0.13699999999999998 0.45899999999999996 0.375 0.393
DP01479r001_4 35 0.29435 17.78 0.13699999999999998 0.442 0.344 0.383
DP01479r001_5 35 0.29572 21.75 0.135 0.39399999999999996 0.295 0.36
DP01488r004_1 31 0.17315 8.53 0.422 0.731 0.6451612903 0.368
DP01488r004_2 31 0.22655999999999998 8.98 0.388 0.802 0.6451612903 0.378
DP01488r004_3 31 0.15367999999999998 8.13 0.421 0.722 0.6612903226 0.369
DP01488r004_4 31 0.19312 8.97 0.398 0.774 0.7096774194000001 0.353
DP01488r004_5 31 0.20767 7.16 0.399 0.778 0.6935483870999999 0.349
DP01498r001_1 71 0.17884 16.63 0.336 0.9990000000000001 0.517 0.499
DP01498r001_2 71 0.17034000000000002 14.9 0.353 0.9990000000000001 0.58 0.463
DP01498r001_3 71 0.1778 10.99 0.328 0.997 0.53 0.399
DP01498r001_4 71 0.12938 19.16 0.316 0.9990000000000001 0.557 0.482
DP01498r001_5 71 0.14531 19.67 0.398 0.9990000000000001 0.5660000000000001 0.501
DP01499r001_1 78 0.16189 24.44 0.377 0.937 0.5379999999999999 0.45
DP01499r001_2 78 0.13821 23.65 0.374 0.946 0.598 0.499
DP01499r001_3 78 0.13707 21.45 0.379 0.9420000000000001 0.584 0.382
DP01499r001_4 78 0.18675 14.58 0.373 0.91 0.556 0.491
DP01499r001_5 78 0.14010999999999998 26.25 0.363 0.951 0.561 0.39
DP01500r001_1 64 0.196 10.21 0.337 0.9570000000000001 0.579 0.407
DP01500r001_2 64 0.16582 19.39 0.383 0.96 0.57 0.306
DP01500r001_3 64 0.13433 15.54 0.385 0.9540000000000001 0.542 0.308
DP01500r001_4 64 0.18064000000000002 21.29 0.37 0.905 0.5579999999999999 0.39
DP01500r001_5 64 0.14022 22.19 0.369 0.966 0.563 0.47
DP01501r001_1 69 0.20615999999999998 11.09 0.32 0.982 0.47600000000000003 0.46
DP01501r001_2 69 0.18184 14.0 0.3670000000000001 0.985 0.456 0.339
DP01501r001_3 69 0.13853 18.71 0.309 0.972 0.4920000000000001 0.434
DP01501r001_4 69 0.17375 15.33 0.322 0.982 0.452 0.466
DP01501r001_5 69 0.20545 13.42 0.327 0.976 0.47200000000000003 0.436
DP01503r001_1 74 0.18292 20.74 0.3 0.11599999999999999 0.475 0.34
DP01503r001_2 74 0.14492 18.56 0.326 0.113 0.485 0.342
DP01503r001_3 74 0.15496 23.64 0.311 0.1 0.475 0.512
